Date,Country,Destination,Category,Visitors,Revenue_USD,Average_Rating,Accommodation_Available,Season,Latitude,Longitude
2023-05,Australia,Gold Coast,Beach,251747,52447877.43,3.2,Yes,Off-Peak,-28.0167,153.4
2023-09,Japan,Nara,Wildlife,92879,22175213.47,3.7,Yes,Off-Peak,34.6851,135.8048
2024-05,Japan,Osaka,Beach,436482,153901716.42,4.1,No,Off-Peak,34.6937,135.5023
2022-11,Australia,Gold Coast,Luxury,272062,107382653.27,4.3,Yes,Peak,-28.0167,153.4
2022-12,Switzerland,Geneva,Wildlife,159311,25126757.08,3.9,Yes,Off-Peak,46.2044,6.1432
2025-10,Japan,Kyoto,Adventure,67533,9786426.05,4.4,No,Peak,35.0116,135.7681
2023-12,France,Paris,Wildlife,492366,116982595.25,3.4,No,Peak,48.8566,2.3522
2023-07,UAE,Dubai,Adventure,64985,20029130.35,4.2,Yes,Off-Peak,25.2048,55.2708
2023-03,USA,San Francisco,Beach,585343,127999794.15,4.9,No,Shoulder,37.7749,-122.4194
2022-12,India,Kerala,Beach,192874,79549115.43,4.5,Yes,Peak,10.8505,76.2711
2023-06,USA,Las Vegas,Wildlife,421830,163107042.72,3.3,Yes,Peak,36.1699,-115.1398
2023-02,Thailand,Phuket,Historical,25265,5761000.64,3.5,Yes,Off-Peak,7.8804,98.3923
2025-02,India,Goa,Nature,310350,48790456.4,3.9,No,Peak,15.2993,74.124
2025-01,USA,Orlando,Nature,400035,158229951.61,4.8,No,Peak,28.5383,-81.3792
2024-04,Brazil,Sao Paulo,Nature,470149,196933907.96,3.2,Yes,Shoulder,-23.5505,-46.6333
2023-05,India,Mysuru,Beach,345888,47670730.64,3.8,No,Peak,12.2958,76.6394
2022-09,Brazil,Rio de Janeiro,Wildlife,240789,81691112.57,5.0,No,Peak,-22.9068,-43.1729
2025-01,Switzerland,Zurich,Historical,172840,66410518.76,3.6,Yes,Off-Peak,47.3769,8.5417
2022-09,Brazil,Sao Paulo,Luxury,67389,23306804.45,4.0,No,Peak,-23.5505,-46.6333
2025-06,Thailand,Bangkok,Urban,584825,123797016.47,3.6,No,Off-Peak,13.7563,100.5018
2022-02,Brazil,Salvador,Wildlife,396784,137854984.19,4.1,No,Off-Peak,-12.9777,-38.5016
2023-12,India,Mysuru,Luxury,524214,206121146.93,3.2,Yes,Shoulder,12.2958,76.6394
2022-11,India,Jaipur,Beach,597492,84476084.59,4.6,No,Off-Peak,26.9124,75.7873
2023-05,Japan,Tokyo,Beach,298069,88338466.63,3.5,Yes,Off-Peak,35.6762,139.6503
2022-12,Japan,Kyoto,Beach,221310,96101579.29,3.6,Yes,Peak,35.0116,135.7681
2023-11,Italy,Florence,Beach,352482,43003924.11,4.8,Yes,Off-Peak,43.7696,11.2558
2023-03,USA,Orlando,Luxury,40012,11800789.08,4.7,No,Shoulder,28.5383,-81.3792
2023-01,Japan,Kyoto,Adventure,262533,49613749.56,3.6,Yes,Shoulder,35.0116,135.7681
2024-11,UAE,Dubai,Beach,12594,2623623.13,4.5,Yes,Peak,25.2048,55.2708
2022-06,Italy,Florence,Adventure,288349,116922755.65,3.3,No,Shoulder,43.7696,11.2558
2022-04,UAE,Abu Dhabi,Historical,145401,19306037.63,4.9,No,Peak,24.4539,54.3773
2023-08,France,Cannes,Religious,487120,89048663.25,3.3,Yes,Off-Peak,43.5528,7.0174
2025-01,Italy,Florence,Nature,102419,42362977.59,3.8,Yes,Shoulder,43.7696,11.2558
2024-05,Italy,Venice,Historical,419736,142754955.85,3.4,No,Peak,45.4408,12.3155
2023-06,UAE,Dubai,Wildlife,449126,88857652.63,4.4,No,Off-Peak,25.2048,55.2708
2025-09,UAE,Dubai,Beach,153758,62953415.62,4.0,No,Peak,25.2048,55.2708
2025-07,India,Goa,Urban,171030,33641578.35,3.4,Yes,Peak,15.2993,74.124
2023-11,Italy,Rome,Nature,70844,28211649.47,3.8,No,Peak,41.9028,12.4964
2022-07,USA,Las Vegas,Historical,151353,28881133.54,4.4,Yes,Shoulder,36.1699,-115.1398
2025-05,Thailand,Phuket,Adventure,488388,86221717.92,4.3,Yes,Off-Peak,7.8804,98.3923
2022-06,USA,Las Vegas,Nature,165773,56699755.9,3.7,No,Shoulder,36.1699,-115.1398
2025-12,Switzerland,Zurich,Beach,194092,37251905.43,4.2,No,Peak,47.3769,8.5417
2025-01,UAE,Abu Dhabi,Nature,405769,176837252.14,4.8,Yes,Shoulder,24.4539,54.3773
2023-11,Brazil,Salvador,Historical,455885,96852003.84,4.3,Yes,Peak,-12.9777,-38.5016
2025-07,Australia,Perth,Urban,574273,249931047.91,3.7,No,Shoulder,-31.9505,115.8605
2024-10,Switzerland,Geneva,Nature,557905,215870550.93,4.2,No,Shoulder,46.2044,6.1432
2022-09,UAE,Sharjah,Luxury,506036,188123113.87,3.2,No,Off-Peak,25.3463,55.4209
2023-12,Thailand,Bangkok,Urban,181456,76551164.89,4.8,No,Shoulder,13.7563,100.5018
2022-11,Australia,Sydney,Adventure,415821,59822919.32,4.8,Yes,Peak,-33.8688,151.2093
2025-11,Switzerland,Zurich,Luxury,374799,53281793.1,4.8,No,Off-Peak,47.3769,8.5417
2025-02,Italy,Milan,Urban,202869,82344607.83,4.4,Yes,Peak,45.4642,9.19
2022-06,Italy,Venice,Urban,291813,84859422.86,3.5,Yes,Peak,45.4408,12.3155
2024-02,Brazil,Salvador,Adventure,442786,171644156.6,4.0,Yes,Off-Peak,-12.9777,-38.5016
2023-10,UAE,Dubai,Beach,280016,122160628.54,3.9,Yes,Peak,25.2048,55.2708
2025-06,France,Cannes,Beach,303886,26420557.09,3.6,Yes,Peak,43.5528,7.0174
2023-12,France,Nice,Nature,262541,73336897.14,3.5,Yes,Off-Peak,43.7102,7.262
2025-02,Thailand,Bangkok,Nature,96062,21273790.07,3.2,Yes,Off-Peak,13.7563,100.5018
2024-08,India,Agra,Beach,488816,97048157.33,3.7,Yes,Shoulder,27.1767,78.0081
2024-04,UAE,Dubai,Adventure,502026,112775751.93,3.6,No,Peak,25.2048,55.2708
2024-06,India,Mumbai,Adventure,244357,37620597.93,4.0,No,Off-Peak,19.076,72.8777
2023-02,Italy,Venice,Nature,121731,45162841.65,3.4,No,Off-Peak,45.4408,12.3155
2022-09,France,Cannes,Nature,319227,110038820.27,3.9,No,Off-Peak,43.5528,7.0174
2022-12,France,Nice,Wildlife,487100,123650964.81,4.8,No,Off-Peak,43.7102,7.262
2025-09,UAE,Dubai,Nature,447488,166606257.71,4.3,Yes,Shoulder,25.2048,55.2708
2022-05,India,Delhi,Wildlife,454384,91460095.18,3.8,No,Peak,28.6139,77.209
2023-01,France,Cannes,Adventure,597059,113989609.47,3.5,Yes,Off-Peak,43.5528,7.0174
2023-08,Switzerland,Zurich,Urban,471927,172467318.27,3.3,No,Peak,47.3769,8.5417
2024-04,Japan,Osaka,Religious,367126,137513765.61,4.1,No,Shoulder,34.6937,135.5023
2022-11,USA,San Francisco,Religious,16303,6577187.67,4.6,No,Shoulder,37.7749,-122.4194
2024-03,Japan,Nara,Beach,148461,27305447.92,4.0,Yes,Shoulder,34.6851,135.8048
2022-05,UAE,Sharjah,Beach,284152,125687122.89,3.2,No,Peak,25.3463,55.4209
2024-07,Switzerland,Geneva,Urban,333154,48147748.85,3.9,No,Peak,46.2044,6.1432
2025-02,Australia,Sydney,Nature,39080,10022987.04,3.3,No,Peak,-33.8688,151.2093
2025-12,USA,San Francisco,Historical,435508,82150747.79,4.0,No,Off-Peak,37.7749,-122.4194
2024-02,Japan,Nara,Luxury,58717,6486533.07,4.6,No,Off-Peak,34.6851,135.8048
2022-09,USA,San Francisco,Luxury,495056,177901737.1,3.9,Yes,Off-Peak,37.7749,-122.4194
2023-12,USA,New York,Beach,549700,234832669.07,3.5,No,Shoulder,40.7128,-74.006
2024-10,Italy,Rome,Urban,16631,3388948.03,4.5,No,Peak,41.9028,12.4964
2024-03,USA,Las Vegas,Luxury,385990,35630155.12,4.8,Yes,Shoulder,36.1699,-115.1398
2024-04,Japan,Nara,Nature,284979,45075524.66,3.9,No,Shoulder,34.6851,135.8048
2024-07,Japan,Tokyo,Historical,429203,121360431.01,3.4,Yes,Off-Peak,35.6762,139.6503
2022-06,UAE,Abu Dhabi,Beach,299869,109543951.69,4.0,No,Off-Peak,24.4539,54.3773
2024-01,Japan,Osaka,Wildlife,53958,19318531.63,4.2,Yes,Off-Peak,34.6937,135.5023
2022-02,Italy,Milan,Religious,424225,159323378.12,4.3,Yes,Shoulder,45.4642,9.19
2022-08,USA,Las Vegas,Wildlife,150750,15333174.55,4.4,No,Shoulder,36.1699,-115.1398
2022-02,France,Cannes,Luxury,469290,105392696.85,3.5,Yes,Peak,43.5528,7.0174
2024-07,UAE,Dubai,Nature,20550,8817943.18,4.2,Yes,Shoulder,25.2048,55.2708
2024-11,Brazil,Rio de Janeiro,Adventure,599175,156683712.92,4.2,No,Shoulder,-22.9068,-43.1729
2024-06,Australia,Melbourne,Historical,249717,62252006.63,4.8,Yes,Shoulder,-37.8136,144.9631
2022-11,UAE,Abu Dhabi,Luxury,280161,83293417.2,3.5,Yes,Shoulder,24.4539,54.3773
2022-06,Brazil,Salvador,Nature,250804,108931017.17,3.7,Yes,Peak,-12.9777,-38.5016
2025-04,USA,Orlando,Luxury,598054,147340905.44,5.0,Yes,Peak,28.5383,-81.3792
2024-05,Brazil,Sao Paulo,Nature,569771,46001573.21,3.7,Yes,Off-Peak,-23.5505,-46.6333
2022-04,Japan,Osaka,Adventure,262276,96947622.11,4.4,Yes,Off-Peak,34.6937,135.5023
2024-07,Switzerland,Zurich,Beach,439409,97968395.19,3.9,No,Shoulder,47.3769,8.5417
2025-06,Japan,Tokyo,Beach,365437,43155834.88,4.4,No,Shoulder,35.6762,139.6503
2022-01,Italy,Rome,Nature,349528,149461137.88,4.6,Yes,Off-Peak,41.9028,12.4964
2025-05,India,Agra,Urban,437292,41864838.56,4.8,Yes,Peak,27.1767,78.0081
2022-03,Switzerland,Lucerne,Historical,570624,141558570.24,3.9,Yes,Shoulder,47.0502,8.3093
2025-06,UAE,Sharjah,Urban,187298,72705660.55,4.7,No,Peak,25.3463,55.4209
2024-10,India,Varanasi,Religious,159460,68890149.06,3.5,No,Shoulder,25.3176,82.9739
2024-03,USA,New York,Beach,83917,19846661.64,4.3,Yes,Shoulder,40.7128,-74.006
2022-11,Brazil,Sao Paulo,Wildlife,120530,27754861.19,3.4,Yes,Shoulder,-23.5505,-46.6333
2025-04,Italy,Rome,Historical,256771,63891585.06,4.3,Yes,Off-Peak,41.9028,12.4964
2023-06,Japan,Osaka,Nature,299241,60040768.05,4.3,Yes,Shoulder,34.6937,135.5023
2025-08,USA,Orlando,Wildlife,552273,228086758.85,3.3,Yes,Shoulder,28.5383,-81.3792
2022-11,USA,Las Vegas,Religious,317744,50690132.94,4.3,Yes,Peak,36.1699,-115.1398
2023-04,Japan,Nara,Beach,386924,57100949.99,4.8,No,Off-Peak,34.6851,135.8048
2025-06,India,Kerala,Wildlife,400022,32115602.19,4.9,No,Peak,10.8505,76.2711
2025-09,UAE,Abu Dhabi,Urban,144416,13799034.9,3.8,No,Off-Peak,24.4539,54.3773
2024-05,Switzerland,Zurich,Religious,563669,207535739.67,3.7,Yes,Peak,47.3769,8.5417
2024-09,UAE,Sharjah,Adventure,290188,35976603.68,4.8,No,Off-Peak,25.3463,55.4209
2025-10,Japan,Osaka,Luxury,294873,68443601.13,5.0,Yes,Peak,34.6937,135.5023
2024-02,UAE,Dubai,Wildlife,404674,122858230.99,4.3,No,Off-Peak,25.2048,55.2708
2023-12,Brazil,Rio de Janeiro,Urban,140630,40750441.96,4.1,Yes,Peak,-22.9068,-43.1729
2025-03,India,Delhi,Luxury,200030,29658846.01,4.9,Yes,Peak,28.6139,77.209
2022-05,UAE,Abu Dhabi,Wildlife,422495,182092074.11,4.2,No,Peak,24.4539,54.3773
2025-04,Japan,Osaka,Adventure,400266,119101330.15,4.5,Yes,Peak,34.6937,135.5023
2024-12,Australia,Perth,Wildlife,424238,145404502.31,4.0,Yes,Off-Peak,-31.9505,115.8605
2022-08,UAE,Dubai,Nature,320734,55897063.01,3.5,No,Shoulder,25.2048,55.2708
2023-01,Japan,Tokyo,Nature,348272,153635962.39,4.3,Yes,Peak,35.6762,139.6503
2022-01,UAE,Dubai,Historical,35755,6691525.36,3.3,No,Off-Peak,25.2048,55.2708
2025-12,Italy,Rome,Nature,324773,128472279.42,4.8,Yes,Peak,41.9028,12.4964
2023-02,USA,New York,Wildlife,22493,4474238.97,4.8,No,Peak,40.7128,-74.006
2025-07,India,Mysuru,Luxury,348120,66120308.63,4.5,Yes,Off-Peak,12.2958,76.6394
2022-04,India,Mumbai,Adventure,163682,27237819.22,4.7,Yes,Shoulder,19.076,72.8777
2025-03,Thailand,Phuket,Historical,453902,140837867.54,3.7,No,Peak,7.8804,98.3923
2025-06,Brazil,Salvador,Religious,40604,9292239.54,3.4,Yes,Peak,-12.9777,-38.5016
2023-04,Thailand,Chiang Mai,Beach,387201,95240164.97,3.9,Yes,Shoulder,18.7883,98.9853
2024-07,UAE,Sharjah,Adventure,354391,127703874.12,4.4,No,Peak,25.3463,55.4209
2024-08,USA,Las Vegas,Urban,327283,40776487.37,3.5,Yes,Peak,36.1699,-115.1398
2024-02,Japan,Nara,Historical,336086,28470218.11,4.1,No,Peak,34.6851,135.8048
2023-11,Italy,Rome,Beach,525438,85924679.79,3.4,Yes,Peak,41.9028,12.4964
2025-02,Italy,Florence,Nature,79430,21508490.03,3.5,No,Peak,43.7696,11.2558
2023-07,Japan,Osaka,Urban,197779,35950846.39,4.0,Yes,Off-Peak,34.6937,135.5023
2024-05,Thailand,Phuket,Luxury,31919,12781022.14,4.6,No,Peak,7.8804,98.3923
2023-09,India,Varanasi,Historical,438626,161254313.36,4.3,No,Shoulder,25.3176,82.9739
2024-07,India,Mumbai,Nature,99191,43205123.46,3.5,No,Peak,19.076,72.8777
2023-01,USA,Orlando,Urban,407156,38152381.71,4.7,No,Shoulder,28.5383,-81.3792
2024-11,India,Mumbai,Historical,368139,128738322.51,4.7,No,Off-Peak,19.076,72.8777
2025-07,USA,Orlando,Religious,416461,71666380.18,4.4,No,Peak,28.5383,-81.3792
2022-04,Thailand,Phuket,Urban,7823,658570.87,3.6,Yes,Shoulder,7.8804,98.3923
2022-08,USA,Orlando,Urban,331902,147478481.59,5.0,Yes,Shoulder,28.5383,-81.3792
2022-06,Switzerland,Zurich,Beach,191867,63692144.43,4.3,No,Peak,47.3769,8.5417
2023-12,India,Kerala,Luxury,543697,181193713.56,3.7,Yes,Shoulder,10.8505,76.2711
2022-01,Thailand,Chiang Mai,Adventure,571739,128609596.49,3.5,No,Peak,18.7883,98.9853
2025-10,UAE,Abu Dhabi,Nature,463573,185787127.61,4.5,No,Shoulder,24.4539,54.3773
2022-04,UAE,Dubai,Nature,214806,65260966.79,4.0,No,Peak,25.2048,55.2708
2024-04,Switzerland,Lucerne,Wildlife,61016,5842370.69,4.5,No,Peak,47.0502,8.3093
2025-08,Brazil,Rio de Janeiro,Historical,48019,14492591.56,4.3,No,Peak,-22.9068,-43.1729
2025-08,France,Paris,Adventure,214392,81464681.34,3.9,Yes,Off-Peak,48.8566,2.3522
2023-10,Switzerland,Geneva,Beach,585433,121112495.62,4.6,Yes,Peak,46.2044,6.1432
2022-03,France,Paris,Urban,427867,191621155.12,4.6,Yes,Peak,48.8566,2.3522
2025-03,India,Mumbai,Wildlife,241863,80033580.43,4.1,No,Off-Peak,19.076,72.8777
2025-11,USA,Orlando,Beach,508576,203181699.88,4.4,Yes,Shoulder,28.5383,-81.3792
2022-05,Japan,Tokyo,Urban,470350,105569379.67,3.3,No,Shoulder,35.6762,139.6503
2024-08,Japan,Osaka,Luxury,446685,200645007.25,3.4,No,Peak,34.6937,135.5023
2022-01,Japan,Osaka,Religious,399187,66214340.09,3.2,No,Peak,34.6937,135.5023
2022-09,Switzerland,Geneva,Religious,22242,5780248.08,4.2,No,Peak,46.2044,6.1432
2024-02,Japan,Nara,Beach,547047,110688569.37,4.7,No,Peak,34.6851,135.8048
2023-04,India,Mysuru,Luxury,420036,162477050.58,3.9,Yes,Shoulder,12.2958,76.6394
2025-06,Switzerland,Lucerne,Luxury,96991,17304484.28,3.2,Yes,Peak,47.0502,8.3093
2022-11,Japan,Tokyo,Beach,129010,48770013.27,3.6,Yes,Peak,35.6762,139.6503
2025-03,Australia,Melbourne,Urban,29437,6046877.12,4.4,No,Off-Peak,-37.8136,144.9631
2023-03,Brazil,Sao Paulo,Historical,389479,113944767.99,4.7,No,Peak,-23.5505,-46.6333
2022-09,India,Mysuru,Wildlife,50086,10471091.6,4.7,No,Off-Peak,12.2958,76.6394
2025-05,Australia,Gold Coast,Adventure,291632,28061576.56,3.7,No,Shoulder,-28.0167,153.4
2024-09,USA,Orlando,Historical,241064,30376864.53,3.2,Yes,Shoulder,28.5383,-81.3792
2023-11,Switzerland,Lucerne,Religious,413199,113991370.1,3.7,No,Off-Peak,47.0502,8.3093
2022-11,UAE,Abu Dhabi,Religious,169521,22932967.27,4.1,No,Peak,24.4539,54.3773
2022-01,Australia,Perth,Nature,403339,176951984.07,3.9,No,Peak,-31.9505,115.8605
2024-05,USA,San Francisco,Beach,36964,7009967.38,4.8,Yes,Off-Peak,37.7749,-122.4194
2023-01,UAE,Dubai,Religious,142449,53549070.2,3.3,No,Peak,25.2048,55.2708
2025-08,France,Lyon,Beach,213716,22462635.63,3.6,Yes,Off-Peak,45.764,4.8357
2024-04,Thailand,Bangkok,Beach,336385,70081970.03,4.0,Yes,Off-Peak,13.7563,100.5018
2023-08,Italy,Venice,Historical,273079,42982597.37,4.3,No,Off-Peak,45.4408,12.3155
2025-10,Brazil,Sao Paulo,Luxury,64364,28216713.69,4.5,No,Peak,-23.5505,-46.6333
2025-02,France,Lyon,Beach,495249,98132413.06,4.0,Yes,Shoulder,45.764,4.8357
2024-02,Switzerland,Lucerne,Luxury,562336,245649067.53,4.9,No,Shoulder,47.0502,8.3093
2024-01,Japan,Nara,Historical,351132,100030386.38,3.6,No,Shoulder,34.6851,135.8048
2025-05,Brazil,Sao Paulo,Wildlife,281659,63800153.78,4.9,No,Shoulder,-23.5505,-46.6333
2023-04,Thailand,Bangkok,Wildlife,199757,78624163.14,4.6,Yes,Shoulder,13.7563,100.5018
2025-06,USA,Las Vegas,Historical,11269,3251725.41,3.5,No,Off-Peak,36.1699,-115.1398
2023-01,Thailand,Bangkok,Adventure,232555,77993178.7,4.3,No,Peak,13.7563,100.5018
2024-02,Italy,Venice,Urban,597993,105161984.0,3.5,Yes,Off-Peak,45.4408,12.3155
2024-06,Japan,Kyoto,Luxury,418960,129209467.78,4.3,Yes,Off-Peak,35.0116,135.7681
2023-04,Italy,Milan,Adventure,501393,81636166.49,4.2,No,Shoulder,45.4642,9.19
2023-04,Italy,Rome,Adventure,148299,13054123.67,3.4,Yes,Peak,41.9028,12.4964
2023-03,UAE,Sharjah,Adventure,203074,55036771.51,3.7,Yes,Off-Peak,25.3463,55.4209
2025-03,Thailand,Chiang Mai,Adventure,79031,32331539.14,3.2,No,Off-Peak,18.7883,98.9853
2023-06,Australia,Sydney,Religious,349201,44324068.95,3.9,No,Off-Peak,-33.8688,151.2093
2023-01,UAE,Sharjah,Nature,77813,9804230.07,3.2,No,Off-Peak,25.3463,55.4209
2022-12,Japan,Kyoto,Luxury,167241,74818811.67,4.5,Yes,Peak,35.0116,135.7681
2024-06,Thailand,Phuket,Nature,495145,76939716.13,3.3,Yes,Off-Peak,7.8804,98.3923
2022-02,UAE,Abu Dhabi,Wildlife,506368,41155633.16,4.2,Yes,Peak,24.4539,54.3773
2025-04,UAE,Dubai,Religious,356333,50849544.23,4.1,No,Peak,25.2048,55.2708
2025-05,USA,New York,Wildlife,44419,16555032.36,3.7,Yes,Peak,40.7128,-74.006
2025-08,Thailand,Phuket,Luxury,24401,6224691.39,4.6,Yes,Off-Peak,7.8804,98.3923
2023-12,Thailand,Phuket,Beach,149409,58491714.43,4.0,Yes,Peak,7.8804,98.3923
2023-01,India,Kerala,Religious,429503,135159575.31,4.6,No,Off-Peak,10.8505,76.2711
2023-07,UAE,Sharjah,Wildlife,79421,14207491.08,4.3,Yes,Peak,25.3463,55.4209
2025-12,Switzerland,Zurich,Urban,512935,200856119.53,4.3,Yes,Off-Peak,47.3769,8.5417
2024-04,Brazil,Salvador,Beach,535669,159646827.37,4.3,No,Off-Peak,-12.9777,-38.5016
2022-10,India,Delhi,Luxury,222618,81651539.24,4.0,Yes,Peak,28.6139,77.209
2024-01,Italy,Venice,Historical,274756,35273738.26,3.5,Yes,Shoulder,45.4408,12.3155
2024-12,France,Lyon,Religious,307321,50508827.15,3.2,Yes,Peak,45.764,4.8357
2022-09,Thailand,Phuket,Nature,176283,67366470.65,4.9,No,Off-Peak,7.8804,98.3923
2023-10,USA,Las Vegas,Luxury,174466,60120809.21,4.5,No,Peak,36.1699,-115.1398
2022-10,Switzerland,Lucerne,Adventure,556923,86802537.25,4.1,No,Peak,47.0502,8.3093
2024-01,Australia,Gold Coast,Beach,75666,16815654.74,3.3,Yes,Shoulder,-28.0167,153.4
2023-08,USA,Orlando,Wildlife,425283,151659983.08,4.2,No,Off-Peak,28.5383,-81.3792
2024-04,India,Mumbai,Wildlife,545345,169442450.06,4.2,No,Peak,19.076,72.8777
2025-04,Switzerland,Zurich,Wildlife,8887,1217884.77,3.9,Yes,Peak,47.3769,8.5417
2024-03,Switzerland,Zurich,Historical,152543,33887534.39,3.4,Yes,Off-Peak,47.3769,8.5417
2025-11,Australia,Gold Coast,Wildlife,339134,113006914.39,3.9,No,Off-Peak,-28.0167,153.4
2024-02,Thailand,Chiang Mai,Religious,553131,111333079.34,4.6,No,Off-Peak,18.7883,98.9853
2024-07,France,Nice,Luxury,272141,49421064.72,3.2,No,Shoulder,43.7102,7.262
2024-03,Thailand,Phuket,Adventure,551328,103502432.9,3.3,Yes,Off-Peak,7.8804,98.3923
2023-09,UAE,Abu Dhabi,Historical,272758,37352929.53,4.8,No,Off-Peak,24.4539,54.3773
2022-01,France,Cannes,Adventure,315489,118819445.49,4.7,Yes,Shoulder,43.5528,7.0174
2022-02,UAE,Sharjah,Nature,451484,175854840.86,4.7,Yes,Shoulder,25.3463,55.4209
2023-04,France,Cannes,Luxury,25845,3922618.93,4.8,No,Off-Peak,43.5528,7.0174
2025-06,Italy,Venice,Luxury,542599,55606826.4,3.3,No,Shoulder,45.4408,12.3155
2025-03,India,Kerala,Urban,36873,13137179.0,3.6,Yes,Shoulder,10.8505,76.2711
2025-03,UAE,Sharjah,Wildlife,74429,22377775.44,4.8,No,Peak,25.3463,55.4209
2024-12,USA,Orlando,Urban,165281,19919810.67,3.9,No,Shoulder,28.5383,-81.3792
2022-03,India,Delhi,Wildlife,338209,52665318.75,4.6,No,Shoulder,28.6139,77.209
2022-01,Thailand,Phuket,Religious,539185,142537967.13,4.4,Yes,Shoulder,7.8804,98.3923
2025-02,USA,New York,Beach,358141,47250134.66,5.0,Yes,Peak,40.7128,-74.006
2022-10,Brazil,Sao Paulo,Beach,288393,108588439.8,4.9,No,Shoulder,-23.5505,-46.6333
2024-10,Brazil,Rio de Janeiro,Urban,353256,108058871.53,4.8,No,Peak,-22.9068,-43.1729
2023-03,USA,Las Vegas,Historical,47854,13806018.21,4.0,No,Off-Peak,36.1699,-115.1398
2023-12,USA,San Francisco,Religious,487634,211436629.16,3.4,No,Peak,37.7749,-122.4194
2025-08,Switzerland,Geneva,Adventure,285289,44089314.76,4.1,Yes,Shoulder,46.2044,6.1432
2023-06,Australia,Perth,Historical,544285,158443578.65,3.5,Yes,Peak,-31.9505,115.8605
2025-11,UAE,Dubai,Luxury,383110,132203468.13,4.6,Yes,Off-Peak,25.2048,55.2708
2024-10,UAE,Abu Dhabi,Nature,311745,36319253.61,5.0,Yes,Shoulder,24.4539,54.3773
2022-12,India,Mysuru,Nature,427424,138128562.24,4.4,Yes,Off-Peak,12.2958,76.6394
2024-11,France,Paris,Adventure,496508,93896310.11,3.5,No,Off-Peak,48.8566,2.3522
2025-04,Australia,Gold Coast,Beach,439445,186948142.6,4.9,Yes,Peak,-28.0167,153.4
2023-03,Thailand,Chiang Mai,Wildlife,156426,19404243.75,4.3,Yes,Peak,18.7883,98.9853
2025-08,Italy,Venice,Beach,499431,46590559.13,4.7,No,Off-Peak,45.4408,12.3155
2025-07,USA,San Francisco,Urban,63331,24044901.6,5.0,No,Shoulder,37.7749,-122.4194
2024-03,USA,New York,Wildlife,471794,92549598.74,3.6,Yes,Shoulder,40.7128,-74.006
2024-05,Switzerland,Lucerne,Nature,46724,11738213.36,3.3,Yes,Off-Peak,47.0502,8.3093
2024-12,Thailand,Chiang Mai,Urban,65899,14283590.95,5.0,No,Peak,18.7883,98.9853
2024-09,UAE,Sharjah,Urban,225303,63914584.21,4.0,Yes,Shoulder,25.3463,55.4209
2025-08,India,Agra,Wildlife,22714,5166973.03,3.5,No,Shoulder,27.1767,78.0081
2025-05,France,Nice,Beach,125079,39256405.59,3.8,Yes,Shoulder,43.7102,7.262
2025-01,Switzerland,Zurich,Luxury,167200,65795503.45,4.6,Yes,Shoulder,47.3769,8.5417
2022-01,Italy,Rome,Luxury,517181,115625571.26,4.6,Yes,Peak,41.9028,12.4964
2023-03,India,Varanasi,Wildlife,143365,52809104.79,4.3,Yes,Off-Peak,25.3176,82.9739
2023-03,Switzerland,Lucerne,Urban,247187,102571965.43,4.1,No,Shoulder,47.0502,8.3093
2023-04,USA,San Francisco,Religious,53465,5152332.56,4.1,No,Shoulder,37.7749,-122.4194
2025-11,Brazil,Sao Paulo,Nature,548754,246237540.47,3.5,No,Shoulder,-23.5505,-46.6333
2024-05,Thailand,Bangkok,Nature,515487,182328771.42,4.6,Yes,Peak,13.7563,100.5018
2025-05,Australia,Gold Coast,Beach,361792,120150347.75,4.6,No,Shoulder,-28.0167,153.4
2025-06,India,Mumbai,Historical,138146,37876195.38,4.3,Yes,Shoulder,19.076,72.8777
2022-03,USA,Orlando,Urban,281202,60747635.24,4.1,Yes,Peak,28.5383,-81.3792
2023-08,France,Lyon,Wildlife,71994,31091351.71,4.4,Yes,Peak,45.764,4.8357
2023-01,Japan,Osaka,Luxury,56610,15750545.73,4.0,No,Shoulder,34.6937,135.5023
2025-12,UAE,Sharjah,Beach,83273,24617859.54,4.0,No,Shoulder,25.3463,55.4209
2022-10,Thailand,Chiang Mai,Nature,61032,19308055.31,3.7,No,Off-Peak,18.7883,98.9853
2023-05,UAE,Sharjah,Luxury,311102,137270920.81,4.2,No,Peak,25.3463,55.4209
2023-08,Japan,Nara,Beach,453028,47371168.23,3.6,Yes,Shoulder,34.6851,135.8048
2024-08,Australia,Perth,Nature,234249,94023682.49,3.8,No,Off-Peak,-31.9505,115.8605
2025-03,Thailand,Chiang Mai,Adventure,172947,56232361.55,3.6,No,Shoulder,18.7883,98.9853
2025-01,Japan,Tokyo,Historical,148345,30058834.3,3.9,No,Shoulder,35.6762,139.6503
2022-12,Italy,Venice,Urban,242648,27534235.97,4.7,No,Peak,45.4408,12.3155
2024-11,Switzerland,Geneva,Nature,271641,80334794.45,4.6,Yes,Off-Peak,46.2044,6.1432
2024-01,Japan,Osaka,Wildlife,310803,106399374.19,3.9,Yes,Off-Peak,34.6937,135.5023
2023-07,Brazil,Sao Paulo,Historical,576232,242584395.91,4.1,Yes,Off-Peak,-23.5505,-46.6333
2023-10,France,Cannes,Beach,8080,3481451.39,4.8,Yes,Shoulder,43.5528,7.0174
2024-12,France,Cannes,Historical,596967,190340695.03,4.9,Yes,Peak,43.5528,7.0174
2024-01,USA,Orlando,Beach,507805,173129187.18,3.7,Yes,Shoulder,28.5383,-81.3792
